timestamp;latitude;longitude;altitude;horizontalAccuracy;verticalAccuracy;speed;course
2021-01-10 13:57:12 +0000;51.687974;5.295303;6.885072;5.029051;5.029051;36.944428;32.712044
2021-01-10 13:57:13 +0000;51.688051;5.295383;6.722557;5.004577;5.004577;35.624691;32.712074
2021-01-10 13:57:15 +0000;51.688185;5.295558;6.760109;4.999097;4.999097;34.052920;36.205940
2021-01-10 13:57:17 +0000;51.688317;5.295719;6.770302;4.968631;4.968631;32.908602;33.758503
2021-01-10 13:57:19 +0000;51.688475;5.295812;6.687416;4.968761;4.968761;32.479950;14.335803
2021-01-10 13:57:20 +0000;51.688629;5.295831;6.631454;4.971110;4.971110;28.647724;355.713104
2021-01-10 13:57:22 +0000;51.688745;5.295815;6.799810;4.989896;4.989896;22.193831;355.713104
2021-01-10 13:57:25 +0000;51.688793;5.295646;7.162367;5.028540;5.028540;14.741430;265.611053
2021-01-10 13:57:27 +0000;51.688709;5.295524;7.409141;5.026619;5.026619;22.984449;208.972122
2021-01-10 13:57:29 +0000;51.688580;5.295404;7.299199;4.990264;4.990264;27.479576;208.396347
2021-01-10 13:57:31 +0000;51.688462;5.295329;7.147970;4.966558;4.966558;23.448385;195.292374
2021-01-10 13:57:33 +0000;51.688337;5.295302;7.076128;4.955761;4.955761;26.319827;188.686218
2021-01-10 13:57:35 +0000;51.688180;5.295276;7.010371;4.969293;4.969293;33.315764;186.683838
2021-01-10 13:57:36 +0000;51.688094;5.295229;6.955568;4.971432;4.971432;36.472484;196.112885
2021-01-10 13:57:37 +0000;51.688001;5.295167;7.103900;4.977569;4.977569;40.269153;196.112885
2021-01-10 13:57:38 +0000;51.687897;5.295094;7.048132;4.976138;4.976138;43.279004;207.774414
2021-01-10 13:57:39 +0000;51.687793;5.295007;7.047281;4.978798;4.978798;46.089633;207.774414
2021-01-10 13:57:40 +0000;51.687686;5.294917;6.920700;4.982806;4.982806;48.063969;207.774414
2021-01-10 13:57:41 +0000;51.687571;5.294816;6.998649;4.997118;4.997118;50.530188;207.774414
2021-01-10 13:57:42 +0000;51.687460;5.294717;7.000810;5.017005;5.017005;51.563625;207.303452
2021-01-10 13:57:43 +0000;51.687344;5.294617;7.082717;5.025441;5.025441;52.381516;207.303452
2021-01-10 13:57:44 +0000;51.687219;5.294549;7.073135;4.943006;4.943006;52.962441;206.286194
2021-01-10 13:57:45 +0000;51.687101;5.294458;7.173407;4.927189;4.927189;53.345165;206.286194
2021-01-10 13:57:46 +0000;51.686982;5.294364;7.367658;4.919486;4.919486;53.781038;205.946045
2021-01-10 13:57:47 +0000;51.686864;5.294270;7.308340;4.914659;4.914659;53.727465;205.946045
2021-01-10 13:57:48 +0000;51.686750;5.294175;7.195946;4.903879;4.903879;53.237343;205.946045
2021-01-10 13:57:49 +0000;51.686636;5.294079;7.194863;4.905026;4.905026;52.736175;206.857086
2021-01-10 13:57:50 +0000;51.686520;5.293994;7.105194;4.902086;4.902086;51.155686;207.660767
2021-01-10 13:57:51 +0000;51.686407;5.293904;7.085564;4.900523;4.900523;49.999806;207.660767
2021-01-10 13:57:52 +0000;51.686300;5.293814;7.194336;4.900440;4.900440;48.636496;207.660767
2021-01-10 13:57:53 +0000;51.686194;5.293729;7.007881;4.905781;4.905781;47.821339;206.623154
2021-01-10 13:57:54 +0000;51.686088;5.293645;6.980583;4.922272;4.922272;47.822525;205.911530
2021-01-10 13:57:55 +0000;51.685981;5.293563;7.037922;4.939039;4.939039;48.101186;205.911530
2021-01-10 13:57:56 +0000;51.685868;5.293477;7.018646;4.943174;4.943174;48.608517;205.704300
2021-01-10 13:57:57 +0000;51.685755;5.293394;6.953592;4.955262;4.955262;48.588527;205.704300
2021-01-10 13:57:58 +0000;51.685644;5.293317;7.071032;4.964586;4.964586;48.456162;202.790955
2021-01-10 13:57:59 +0000;51.685531;5.293251;7.101952;4.959633;4.959633;47.614413;202.790955
2021-01-10 13:58:01 +0000;51.685415;5.293191;6.720015;4.971945;4.971945;46.863710;194.004333
